Screen Name;Followers;Follows;User Since;Location.1;Bio
@MattMurph24;30179;20168;22/06/2009;Virginia Beach, VA;Originally from Queens, NY. Pragmatic Democrat. Yankees, Lakers, FSU, Chelsea FC, Devils, Cardinals. Sales Leader. Ally. Civil Rights. Equality.
@richarddeitsch;198773;631;17/03/2009;Toronto, Ontario;"Father of twins; fan of Buffalo/NYC/Toronto; Radio (2-5 ET) at @FAN590 & @sportsnet; Writer @theathletic; host of Sports Media Podcast"
@SBLewisSB;658;4999;6/02/2015;Essex, New York 12936;http://sblewis.com, http://sblewis.net The Year They Sold Wall Street, Tim Carrington-Economy Is Still at the Brink, SB Lewis & WD Cohan OpEd @NadiaMuradBasee
@SomniNaut;1826;1675;13/09/2012;;
@TRbluerayguns;5;18;24/12/2017;;
@thaMysteryBox;213;193;16/03/2017;;
@EHoahell;1241;1285;27/01/2019;Georgia, USA;#GA #PATRIOT #CONSERVATIVE #HOAHELL #STOPHOAABUSE #coronoavirus #Covid19 #HOASUCKS #FieldstoneFarmsSUCKS
@cogasdvt;164;666;17/11/2011;;
@CoolPerfection;363;286;20/11/2017;United States;https://secure.actblue.com/donate/biden_gsdd_a
@SeacatGardens;1012;285;11/06/2009;Litchfield Park, AZ;The best vegetables in Arizona! (so says Tim)
@Acliffe;5393;5428;10/12/2008;Toronto, Canada;"Montrealer piloting #startups through rough seas; practicing #entrepreneur, mentor and minimalist. Lover of Art Deco. Biohacker. Just left of centre."
@AuthorClaudette;1711;4447;11/10/2008;Beverly Hills, CA;ONLY Twitter page for Author Claudette Walker. Opinions & / IMDb / ©Abacus Books, Inc./Amazon & BN Screenplays/TV scripts/bibles. ☎ William Kerwin Agency, BH
@factchecknet;27591;210;26/09/2015; 🌎 🌍 🌏;International Fact-Checking Network @Poynter brings together fact-checkers worldwide. Team: @baybarsorsek @ctardaguila @ferdi_ozsoy @harrisonmantas #GlobalFact7
@TinPotDickTator;999;1742;5/10/2012;People's Republic of CA;#ExGOP Ashamed of America being under an insane, toddler-brained white nationalist, Donald J Trump
@CintiNative;935;2524;5/06/2012;Cincinnati OH;I've been forced to watch my foes enjoy ceaseless feasts of schadenfreude
@burckson_jude;1067;803;11/11/2012;;Politics and IR. CaressingTheCalabash and Nelao. Oysters. Savanna. Wine. Not necessarily in that order.
@efraim1977;4114;164;17/05/2011;;profesyonel işsiz
@im_B1;422;148;3/09/2017;India. Telangana .hyderabad;God first 21° #jaishivaji
@laughingis;3438;4573;26/03/2009;FL resister ;🇺🇸 #Vote #VoteBidenToSaveAmerica2020 #VoteBlueNoMatterWho #VoteOutHate 😷 **WEAR A MASK** to save yourself & others 🤗😘 I am a proud Egalitarian
@ann_rees;97;1864;13/07/2009;Vancouver, B.C.;Former journalist & university instructor. PhD political communication. Wife, mom, Nana. Communication rights are human rights. RT=check out
@I_Am_Koketso;584;260;5/07/2012;GP;A way will be found and if not, then a way will be made ✊🏽Aluta | Kaizer Chiefs | Chelsea FC |
@angeliquemariz_;350;257;14/06/2014;+63;
@fleetadmiralj;1215;852;17/04/2009;West Virginia, USA;Politics Nerd. Addicted to Elections. Front-End Web Designer. Dump Trump, vote Biden/Harris
@AmaNYdvv;4;78;2/02/2020;;software engineer, freelancers, passionate 🏀 basketball , golf , football, life goals,
@luciopicci;697;234;6/12/2011;;Professor of Economics. Researching corruption, governance, and innovation.
@DMAE2;1084;1673;27/04/2011;;
@CarolynWither12;5871;6250;8/07/2017;Sumter, SC;Retired C/O, 🏠 base Business, Caregiver4Mother,💖gardening&cooking.💖 my family&extended family. #SCResistance #BlueWave🌊🇺🇸🌊🇺🇸🌊🇺🇸No DMs
@brown2bn4u2cy;942;4646;19/04/2013;;
@JeffWiegner;2;1;24/03/2012;;
@khalilkf;612;29;24/07/2011;Lahore, Pakistan;Author, political philosopher, political economist, a moralist and rationalist, I believe in a society based on just rules and laws. Retweets not endorsements.
@Gordonav02;807;878;8/05/2016;San Diego, CA;Mechanical Engineer, amateur artist, amateur guitarist, wannabe singer, and martial artist. All views are my own. #Resistor
@gdwjunkmail;354;447;1/02/2018;Seattle ;#RESIST #JoeBiden2020 #BLM #FreeRealityWinner Time is NOW for #RealChange #AntiRascist /#WearAMask / Ex-ExPat/ Retired Editor in Chief/Happy Wife / Kitty-mom /
@BNanOsaurusRex;10;227;17/11/2012;;
@German_Dictator;833;1;28/06/2013;Lutherstadt Wittenberg;German
@amandarivkin;4696;4374;30/09/2010;;call sign ruckus 🦋
@GrassiSportguru;1476;724;9/08/2009;Washington, DC;2019 Georgetown Masters Student in SIM | Follow your heart and intuition | @uva alum | #SportBiz | #MarketInvestor
@sandcrapper;16638;17217;24/08/2008;Charleston, SC;"Do not wed yourself to any party, ideology, or mob; wed yourself instead to the rule of law."
@boomlive_in;61441;1180;15/03/2014;Mumbai, India;IFCN certified fact-driven journalism. India's first independent online resource to fight misinformation, explain issues and keep the internet safe
@gsdwnhllfst;1926;3506;2/12/2008;New York City;Anti-Fascist Russian expert (I married one). Proud Libtard from New York City. Tired of watching Trump and the Republicans lie, cheat, and steal.
@Constitution_7;6602;6418;16/08/2014;#resist;"Independent male. Former GOPer. Humor, News Facilitator, Facts, Truth, Logic, Opinion; Constructive Debate; Economist; Followed by @glennkirschner2 @BillKristol"
@DarlaJeys;623;1090;18/07/2011;Terre Haute, IN;Trump knows what he is doing. Every action he has taken caused death to Americans. We NEED TO FORGET ANY PREJUDICE AND UNITE AS ONE AND SHOW WHAT AMERICA IS.
@OsazeShabazz862;69;91;3/05/2011;USA;"🎧 Podcast host: @STTMPodcast 🎖 United States Marine 🧠 Clinical Behavior Specialist 👨🏿‍🎓 Kennesaw St 📍 ""Brick City"" (Newark, NJ) #GirlDad @BrittDavis704"
@IronBoy_Mind;3099;3278;15/05/2020;Kumasi;Love Musics And Jokes. Very Friendly. I Follow Back ASAP
@RT_com;3067322;596;11/08/2009;;RT, the global news network, broadcasts from Moscow, London, Paris and Washington studios to over 100 countries.
@prvvlhb;47;84;29/08/2018;;
@KatrinaNation;183078;43417;22/07/2009;New York;The Nation's Editorial Director and Publisher
@BeachPretzel2;24120;23552;22/03/2016;United States;"I post breaking news with my reaction/commentary. I LOATHE everything Trump: Rudeness is blocked immediately! #TheResistance; #BlueWave; RT implies agreement***"
@ryansbastu;34;10;3/02/2012;Sverige;Gillar politik och prova nya saker, att utvecklas. Ogillar inskrängthet/okunnighet/idioti. Motto den som vågar - vinner
@kraus_read;302;578;27/11/2011;United States;"“Things pass the cause to each another; they don’t give rise to it. A cause of itself is either a tautology or else a god.“"
@EspritdeCorp258;584;1161;31/10/2019;;Desert Rat
@DanielKeemBot;7;86;12/11/2017;;
@moxargon;312;1963;7/06/2012;Imperial Capitol on Skorax 5;Intergalactic Conqueror, Overlord, Bon Vivant, & Inhumanitarian. My opinions are always right. I hate Trump & the Left equally.
@tokyo_jon;40504;34812;2/09/2015;Tokyo, Japan;"American living in Tokyo. Author. Trying to cure windmill cancer. #PrezToadStool 🍄. #dotards blocked ""liberally."" This is embarrassing."
@Ihatetrump44;62;169;8/03/2018;Iowa, USA;Gear Head
@JoseVeg38028331;163;757;25/10/2019;;If you sneeze or cough on my face and NOT wearing a mask, you will get a pepper spray shot. Keep our democracy alive. I post breaking news with my commentary.
@SleepyChuckTodd;379;233;6/07/2016;;a man with so little touch for politics
@aleleeinn;315;534;15/06/2010;Chillin' on the Mothership;Founder & owner of Area51 Hotel & Casino. Human art in all its forms is all that makes this job tolerable. Humanity gets a C-
@nmwolff;75;475;7/09/2008;;ever curious.
@LilDivaz1;1401;1861;16/01/2013;;A mom, and a special education teacher. Love nature, love life, love freedom.
@dailystar;205779;3578;9/02/2009;London;Your Official Daily Star Twitter Page! Follow @StarBreaksNews to be the first to know about #BreakingNews
@mywaypress;155;141;10/01/2012;;H πρώτη αποκλειστικά ανθρωποκεντρική διαδικτυακή εφημερίδα που πιστεύει στην ιδεολογία της Δημιουργίας και θέλει να δημιουργεί έμπνευση.
@KatrinaNation;183078;43417;22/07/2009;New York;The Nation's Editorial Director and Publisher
@SukhePatte;54;100;29/05/2020;Hyderbad,India;imjobless
@ElizeBiermann;415;1653;12/02/2012;;Follower of world-politics and history - amazed watcher of history repeating itself - nature, classical music & sports fan. #ClimateCrises. No DM's
@NCMmnUSA;243;538;22/05/2009;North Country;Retired Tech - I'm not Republican, not Democrat, I am against TRUMP! VOTE for Biden! WIN with Biden! PROSECUTE TRUMP!
@seodonaldtrump;72;8;22/04/2017;City of London, London;The Real SEO Donald Trump. Random tweets auto-generated. Very much still in Beta, like the man himself. Parody.
@JackTzu1;2169;2085;15/03/2020;;Artist, satire, #Resister , free thinker !
@dozaobrienmusan;56;346;18/12/2011;Zambia;Super star
@GABEG7414;29;147;8/01/2012;;#ElijahMcClain #BreonnaTayor
@JoseVeg38028331;163;757;25/10/2019;;If you sneeze or cough on my face and NOT wearing a mask, you will get a pepper spray shot. Keep our democracy alive. I post breaking news with my commentary.
@dozaobrienmusan;56;346;18/12/2011;Zambia;Super star
@DemNevada;3369;3228;20/07/2020;Nevada;Forensic Psychology | Health Psychology |Immigrant Advocate Progressive| #BidenHarris2020 #resist #bluewave 🌊
@starlift1233;14;9;17/07/2014;;I'm unique, all human beings are special.
@CondeIdalina;563;1443;22/11/2017;Lisboa, Portugal;PhD & Academic Aggregation completed (2020) / ISCTE-IUL University Institute of Lisbon
@oilcitywyo;1400;89;10/04/2014;Casper, WY;Oil City is Central Wyoming's only independent news platform, specializing in hyperlocal coverage of the people, places and events that shape our community.
@toe_ing_ur_car;70;360;30/09/2019;Australia;actor in training, maker of hummus || 19 || Sovereignty was never ceded, always was, always will be, Aboriginal land || they/them
@GellatioBot;21;1;13/06/2017;Bot, Thailand;Bot by Gellatio that tweets out random stuff.....
@VittorioFerram1;164;377;31/01/2020;Roma, Lazio;Condivido quello che ritengo interessante al di là della provenienza, orgoglioso di essere italiano,rispetto la Costituzione Repubblicana
@dimitrigalanis;1448;1770;26/01/2009;World ;a negative-positive mosquito buzzing in the ear of a total vacuum
@chngsptn;61;75;17/04/2018;Sweet and Supple;人々への力
@dozaobrienmusan;56;346;18/12/2011;Zambia;Super star
@MightyCasey;6608;2131;21/04/2008;I'm bad. I'm nationwide.;Snarky. Mighty Mouth because reasons. @hilarious_is podcaster. Avatar story: http://bit.ly/QRtat she/her #data4blacklives #BlackLivesMatter #BeLikeLight
@Rteefact;1849;3056;12/07/2010;Northern Hemisphere;retired - public service
@FionaNicG;612;317;20/10/2015;Dublin, Ireland;Here to learn, laugh and make some friends. Black lives matter, give them a chance for a change.
@LoveCat_Mickey;7724;8461;29/10/2018;I block MAGATs & haters.;"Free-thinking Cat #TheResistance; #DumpTrump, 💙Science, Paid laugher 4TV, Animal & Human Rights, BLM,#SavePlanet, Army brat🌎traveler NO DMs"
@itsanchuu;174;183;1/04/2018;g’s ;
@Chantal71279306;0;28;22/12/2019;;Ms. Boucher is responsible for establishing a number of corporate alliances with multinational Health Care companies and in the Aerospace Defense sector.
@sejalbisen;5;25;8/08/2020;;I’m indifferent to most items on the planet,who believes turning ideas into reality ✨
@Doreen_A_951;366;665;31/12/2013;Murrieta, CA;Catholic forever. forgive and try to move on😉
@FloydGr55631053;2;100;9/05/2020;;Love all Animals, Devoted American, loves God, loves to laugh,devoted husband, loves, daughters, believes in right. Independent leaning Democratic.
@istikanchai;3243;538;10/03/2019;;tell your truth
@in180108;2872;3451;22/04/2020;india;सारी दुनिया हमें व्हाइट लोइन के नाम से जानती है। Fan of Ajit The Legend (Villain Bollywood)
@KimoniRay1;57;124;20/03/2019;South Carolina, USA;It’s up to us to create the environment that we want to live in....
@suvashacharya;9225;6455;21/02/2011;Ktm, Nepal;"Humanitarian Disaster Mgmt in UN, worked in Africa,Central Asia,Pacific Islands, SE-Asia; Byline: Anti-corruption http://facebook.com/suvash.acharya"
@billylee1950;965;1230;2/02/2013;;
@perennion;106;269;23/04/2020;;I WAS Bernie or bust until a canadian, @menace2sobriet2 told me he was glad Trump kneels to Putin’s murder-bounty on American soldiers
@RobGill83240907;4;20;5/02/2020;U.S. & Puerto Rico;Founder Telethink Telehealth - Accessible+Affordable Employer Health Benefits telethink@protonmail.com
@BMovieCafe;1628;1964;24/06/2018;Virginia, USA;Debut author of Giant Killer Bats of Alamogordo! Writer, blogger, asshat. #BMovie life! #pulp #scifi #GKBoA 100% Follow Back. @corrugatedsky is my publisher
@AndrewParkerUK;439;40;9/09/2010;England, UK;Retweets are often out of intrigue or surprise, not always approval.
@BettyEyes;92;284;12/04/2013;;
@lavndrblue;11438;12588;16/01/2009;Minnesota;Trump happened....Fighting for the soul of our country. #DemCast #TheResistance #UniteBlue 🏳️‍🌈 #WomensWave #BLM #FBR #LoveTrumpsHate #WeAreThePatriots
@Sanityreturn2us;3762;4892;24/02/2017;;Just an old man who has enough experience to know that having majority approval means I MUST be a dickhead. Act accordingly
@KimoniRay1;57;124;20/03/2019;South Carolina, USA;It’s up to us to create the environment that we want to live in....
@mtungua_kay;2041;532;3/07/2014;South Africa;bio
@KoritoPrime;307;494;15/08/2013;Chile;he/him, friend of robots // your Gay nemesis read Noragami // abolish the police
@bobcarr58684439;1;27;13/09/2018;California, USA;Politics
@AdamSchiff;462227;748;14/04/2010;Burbank, CA;Father, husband, former federal prosecutor, triathlete and sometimes comic. Congressman from CA.
@roblox_putin_;518;117;30/10/2019;;president of the Russian empire. BIDEN 2020 Certified boomer parody account
@Ihatetrump44;62;169;8/03/2018;Iowa, USA;Gear Head
@Urturelyprathik;7396;37;15/09/2019;Hyderabad, India;I provide what u need. vmos official support! personal account.
@Gammacromatica;109;380;4/12/2016;🇮🇹🇬🇧🇵🇹🇩🇪;
@DarlaJeys;623;1090;18/07/2011;Terre Haute, IN;Trump knows what he is doing. Every action he has taken caused death to Americans. We NEED TO FORGET ANY PREJUDICE AND UNITE AS ONE AND SHOW WHAT AMERICA IS.
@ryansbastu;34;10;3/02/2012;Sverige;Gillar politik och prova nya saker, att utvecklas. Ogillar inskrängthet/okunnighet/idioti. Motto den som vågar - vinner
@CheePowers;417;473;18/07/2014;Worldwide;News, Gossips, Current Affairs, Busy body...
@thehill;3901573;268;22/03/2007;Washington, DC;The Hill is the premier source for policy and political news. Follow for tweets on what's happening in Washington, breaking news and retweets of our reporters.
@tinaort47682380;8;40;16/11/2018;;a short mother / grandma
@DeanHalter;3576;4201;22/01/2009;Dayton, OH;Someone who tries to think things thru for himself and do the right things. #Resist
@word_in_edgewis;3638;4725;12/08/2011;Anywhere but here. ;I put up with things you people wouldn't believe. What I WON'T put up with is TREASON against our Country and our President. 🇺🇸MAGA⚡KAG🇺🇸
@jenhansen31;5137;5579;22/01/2017;;Is this thing on?
@sarah_meinzer;6651;6191;21/02/2018;Texas, USA;#BlackLivesMatter #BidenTime #BlueTsunami🔸#MomsDemand🔸LCSW🔸#Resist🔸gratuitous typos
@Musickf;112;464;6/10/2010;Boston, MA;Boston transplant, gamer, lover of heavy music, Progressive
@ColdWind11;578;545;17/01/2012;;That's Rommel in the header picture. A few months later he died at 13yrs. I feel like I still can't breathe.
@chartreuxcat;472;823;11/02/2012;;
@THEPIGPRINT;328;397;24/07/2012;A;can i leave this section blank? or? @NETFLIXPH
@njpt10;3867;4625;22/01/2017;Vermont;mother of 10, grandmother of 8 and great grandmother of 7. dog rescuer. retired 10 years ago but still working! enjoying my family.
@ranjodhd;4091;4994;28/04/2009;Punjab/Sacramento,US/Siegen,DE;Littérateur. Science Studies Scholar. Media Theorist. Computer Scientist. PhDing in English+STS. Writing about Rendering, Diagrams, Race, Labor, Games, SF. ☭
@HerbScribner;6160;4330;6/03/2014;Salt Lake City, UT;Entertainment & Trending @DeseretNews | Followed by @kfc | hscribner@deseretnews.com | 🥇🥇🥈🥈🥈🥉
@JenniferLinn17;382;1096;7/06/2020;Calif ;Cat lover, Agnostic, Democrat. Proud to state I am not stubborn. I always try to think how my actions will affect others.
@IamMama_M;87;214;26/09/2015;;I am a wife & mother, teacher & pastor! I'm getting stronger by doing Crossfit! We're all in this together, so let's pitch in and help each other!
