,Twitter Query: #VotoDeConfianza lang:es -filter:retweets -filter:replies,,,,,,,,,,,,,,,,,,,
Date,Screen Name,Full Name,Tweet Text,Tweet ID,Link(s),Media,Location,Retweets,Favorites,App,Followers,Follows,Listed,Verfied,User Since,Location,Bio,Website,Timezone,Profile Image
11/08/2020 21:38,@huamani_nelly,Nelly Huamani Machaca,"#JuntosContraLaCorrupción | Desde la bancada del #FREPAP, hoy le otorgamos el #VotoDeConfianza al Gabinete @WalterMartosR, estaremos vigilantes al trabajo articulado pensando siempre en el pueblo peruano y no solo en un grupo de minoría.",1293376350842216449,,,,1,3,Twitter for Android,1801,186,12,,8/03/2020,"Ucayali, Peru",Congresista representando a Ucayali por el Partido FREPAP,,,View
11/08/2020 21:38,@NoticiasSER,Noticias SER,"🚨 #VotoDeConfianza | Con 115 votos a favor, 5 en contra y 4 abstenciones, el @congresoperu aprobó el voto de confianza para el #GabineteMartos",1293376269422403584,,,,1,1,Twitter Web App,11468,1002,142,,3/02/2010,Perú,Servicio de Noticias de la Asociación Servicios Educativos Rurales (SER).,http://www.noticiasser.pe,,View
11/08/2020 21:37,@oscaror_coach,Oscar Osorio Rivas,Que quede claro (una vez más) quienes son los verdaderos obstruccionistas y destruccionistas del @congresoperu : aquellos que SIEMPRE votan en contra o abstención. fuente: @martinhidalgo . Ojalá q NUNCA sean mayoría pues seria la peor desgracia del Perú #VotoDeConfianza #Martos,1293375993688797185,,https://pbs.twimg.com/media/EfL92mDXYAAw6V4.jpg,,0,1,Twitter Web App,315,314,29,,13/09/2016,"Lima, Peru","Happy Human Being and very professional in my job. Opino sin odios, debato y dialogo con respeto, tolerancia, empatía y a veces con ironía.",,,View
11/08/2020 21:37,@omarcarreran,Omar Carrera N. 🇵🇪,#VotoDeConfianza a favor el Perú retoma la senda de la estabilidad política para que en unidad sumemos esfuerzo para vencer al #coronavirus y retomemos el desarrollo económico a favor de los más pobres del país. Dios nos proteja a todos.💪 RT @Agencia_Andina: Así fue la votación que otorgó el #VotoDeConfianza al Gabinete Martos,1293375958666412032,"https://twitter.com/Agencia_Andina/status/1293370551310917635
https://bit.ly/3fPooiO",https://pbs.twimg.com/media/EfL5b-yXsAAdDKJ.jpg,,0,0,Twitter for Android,777,219,22,,8/02/2012,"Lima, Peru",Demócrata e Investigador 🔁Vivienda Digna.💡Innovador Social sin miedo al cambio. Busco igualdad en zonas rurales🏘️🏗️. Lic.Comunicaciones y Master Mochilero,,,View
11/08/2020 21:35,@sucesosperu,Sucesos,Lo que dejó claro el amplio respaldo del #Congreso al gabinete de Walter #Martos fue que las bancadas apenas toleraban a Pedro #Cateriano en su retorno al poder.  @congresoperu @pcmperu #VotoDeConfianza #con115 @presidenciaperu,1293375496751915008,https://sucesos.pe/martos-recibio-amplio-voto-de-confianza-del-congreso-casi-con-mismo-gabinete-que-llevo-cateriano/,,,0,3,Twitter Web App,198162,1437,1063,,11/10/2010,Perú,Actualidad e investigación,http://www.sucesos.pe,,View
11/08/2020 21:35,@lamula,La Mula,A Martos sí le dieron luz verde -->  #VotoDeConfianza,1293375478376669185,http://ow.ly/YarC30r3WMb,,,1,4,Hootsuite Inc.,1041109,2417,1961,,6/04/2009,,Miles de periodistas ciudadanos comparten aquí sus noticias e historias. Tú publicas y nosotros lo difundimos. http://facebook.com/lamulape,http://lamula.pe,,View
11/08/2020 21:35,@JavierOB17,Javier Onofre (Desde 🏡),"¿Todo bien con el Frente Amplio? Ya va, está bien que sean antisistema y todo, ¿pero acaso son los únicos que no entendieron que en momentos de crisis es necesario ESTABILIDAD política? #VotoDeConfianza",1293375467224010753,,,,0,0,Twitter for Android,173,364,1,,13/12/2011,"Chiclayo, Peru",Periodista. Enemigo sañudo del peine y amante de los ansiolíticos musicales.,,,View
11/08/2020 21:34,@lamula,La Mula,A trabajar: #Congreso otorga confianza al Gabinete Martos -->  #VotoDeConfianza #LuzVerde,1293375334256173057,http://ow.ly/YarC30r3WMb,https://pbs.twimg.com/media/EfL-A0tXsAEzSBE.jpg,,3,3,Hootsuite Inc.,1041109,2417,1961,,6/04/2009,,Miles de periodistas ciudadanos comparten aquí sus noticias e historias. Tú publicas y nosotros lo difundimos. http://facebook.com/lamulape,http://lamula.pe,,View
11/08/2020 21:33,@Agencia_Andina,Agencia Andina,(VIDEO) 📽 Pleno del Congreso le otorga el #VotoDeConfianza al Gabinete Martos,1293375091506589697,https://bit.ly/3iwRMfl,pic.twitter.com/I8TSwHnF5h,,3,11,Twitter Web App,613716,1681,2150,✅,18/05/2009,Lima,Sigue las noticias sobre Perú y el mundo en la Agencia Peruana de Noticias Andina. También puedes seguir a @DiarioElPeruano #PrimeroMiSalud y #LávateLasManos,http://www.andina.pe,,View
11/08/2020 21:33,@pilicefri,Pilar Celi Frías 🌻,"Muy interesante el discurso de @WalterMartosR hablando de ambiente, economía verde y circular, pueblos originarios y demás temas que deben ser prioritarios en los mensajes, decisiones y participaciones. Esperemos entonces las acciones acordes con el discurso #VotoDeConfianza",1293375025358217217,,,,0,2,Twitter for Android,1345,865,23,,19/11/2009,Lima - Perú,Periodista @conexioncop Escribo➡️ #cambioclimático 🌍 #derechos #ambiente #género #desarrolloindígena 💚🌱 #fotografía 📷 Premio Voices To Paris 2015 🥇,https://pe.linkedin.com/in/pilar-celi-fr%C3%ADas-82b73a68,,View
11/08/2020 21:33,@RicardoAguisaa,Ricardo Aguilar Saavedra,"Una constante en la historia peruana ha sido la precariedad política. Mensaje más claro, imposible: Martes 03/08 (Cateriano) : 37 votos Martes 11/08 (Martos) : 115 votos No se vota por programas, sino por pasiones y devociones. Nada ha cambiado 200 años después. #VotoDeConfianza",1293375025165336576,,https://pbs.twimg.com/media/EfL9ui-XkAECEZk.jpg,,4,3,Twitter for Android,152,780,3,,28/07/2011,"Lima, Peru",Historiador 📖 Afroperuano 🇵🇪Especialista en Relaciones Internacionales 🌎,https://about.me/ricardoaguilarsaavedra,,View
11/08/2020 21:33,@OswaldoVargasC,Oswaldo Vargas Cuellar,"115 votos a favor, 5 en contra, 4 abstenciones. El Gabinete Ministerial obtuvo la democracia #VotoDeConfianza, abriendo camino a un trabajo con un solo objetivo. Nuestros compatriotas lo necesitan",1293374968189923330,,,,0,0,Twitter Web App,170,398,1,,26/12/2013,Cono Este,Ing. Químico - UNI Maestría en Administración Pública-Universidad Continental - Instituto Orteg y Gasset España. Maestría en Proyectos de Inversión - UNI Perú.,,,View
11/08/2020 21:32,@minagriperu,MINAGRI - PERÚ,#ElPerúPrimero | Hoy el Gabinete del Premier @WalterMartosR recibió el #VotoDeConfianza del @congresoperu . ¡Desde nuestro sector seguiremos trabajando en favor de nuestras agricultoras y agricultores del país! 🇵🇪,1293374865194573826,,https://pbs.twimg.com/media/EfL9ZX7XsAERjbg.jpg,,3,14,Twitter Web App,206648,997,539,✅,6/04/2010,Peru,#PerúEstáEnNuestrasManos #PrimeroMiSalud Cuenta oficial del Ministerio de Agricultura y Riego del Perú.,http://www.minagri.gob.pe,,View
11/08/2020 21:32,@MadameTempestad,Pamela 🇵🇪 🏳️‍🌈,"Esperen al jueves #VotoDeConfianza RT @2020N_: [EN VIVO] Campos: ""Lo que llama la atención, es la rapidez con que las bancadas han cambiado de opinión"" #2020N vía @canalN_",1293374827466838016,https://twitter.com/2020N_/status/1293374666493562880,,,0,2,Twitter for Android,2102,685,14,,6/02/2009,Lima,Alianza Lima 💜💜💜 Disléxica Pelirroja bamba,,,View
11/08/2020 21:32,@RicardoMor18,Ricardo Morales,"Muchos peruanos hemos dejado a un lado nuestras posturas económicas ante la crisis Pero cuando se inculta una DOCTRINA CERRADA a los militantes, donde aquel q discrepa es etiquetado como TRAIDOR, es difícil hacerlo o no Frente Amplio #VotoDeConfianza Walter Martos",1293374776896106498,,https://pbs.twimg.com/media/EfL8BWhWAAYU77w.png,,0,0,Twitter Web App,144,224,0,,15/03/2016,Peru,"A favor de la Unión civil, aborto solo por violación y la inversión privada. 🚫Ni el fujimorismo ni la izquierda porque valoro la libertad",,,View
11/08/2020 21:30,@agentesecret,Marilyn Alvarado,"#LoÚltimo Lo que queda claro del #VotoDeConfianza es que cualquiera es menos antipático que Cateriano para el Congreso o que Martos o #WalterMartos los intimido con encerrarlos con el pretexto de la Pandemia, eso lo sabremos sino interpelan a #ToniAlva y Martín Benavides.Veremos!",1293374293623975936,,https://pbs.twimg.com/media/EfL9ENMU8AA2BSw.jpg,,3,5,Twitter for iPhone,393,199,61,,24/05/2012,Peru,"#INVENTOR, #SerialEntrepreneur CEO & Founder of @socialmeetclub & #TheEternalDistortion, Digital Strategist, Global Shaper. I'm working to change the world #SEO",http://pe.linkedin.com/in/marilynalvarado,,View
11/08/2020 21:30,@SimonDice12345,Simon Dice:,El congreso ha rechazado a un liberal como Cateriano para optar por un militar como Martos para premier. #VotoDeConfianza #GabineteMartos,1293374236640378885,,,,0,0,Twitter for iPhone,888,245,35,,5/07/2011,,"Un poco de todo, casi perfecto pero con defectos, al final todos sin excepción llegaremos al mismo sitio.",,,View
11/08/2020 21:30,@___Unidentified,Jorge,"O sea, el problema no era el gabinete sino Cateriano y su discurso fuera de contexto. 115 votos para el gabinete de Walter Martos es histórico. #VotoDeConfianza RT @Politica_LR: #LOÚLTIMO Pleno de Congreso otorga el voto de confianza al gabinete de Walter Martos",1293374152611696640,"https://twitter.com/Politica_LR/status/1293362416915554314
https://larepublica.pe/politica/2020/08/11/congreso-otorga-el-voto-de-confianza-al-gabinete-de-walter-martos/",,,0,0,Twitter Web App,248,287,7,,22/05/2009,Lima,Desarrollar aplicaciones es para mi una deliciosa sensación. Es como un paseo por tierra para un navegante que lleva mucho tiempo en el mar.,,,View
11/08/2020 21:29,@warneriusko,Warner,Al fin ! CUADRUPEDOS del congreso le dan #VotoDeConfianza al gabinete de WALTER MARTOS dizque 'sin cheque en blanco' .FARISEOS!! Al menos FRENTE AMPLIO voto en contra por conviccion.,1293374129060577280,,,,0,3,Twitter Web App,602,356,1,,19/06/2016, ciudadano universal,"Polemico, irreverente y pocas veces coincidente",,,View
11/08/2020 21:29,@yomarmelendez,Yomar Meléndez,"#VotoDeConfianza Algunas cosas x comentar: Una, el alto número de votos a favor (115 congresistas es bastante relevante); dos, las interpelaciones a lxs ministrxs de Educación y Economía han perdido muchísima fuerza y ya casi no se habla de censura. Gran victoria de Walter Martos",1293374100476502016,,,,0,0,Twitter for Android,2359,2979,11,,26/01/2010,,"Abogado, especialista en Negociación, Prevención, Gestión y Transformación de Conflictos.",,,View
11/08/2020 21:29,@MarioEdgarRios,Mario Edgar ,"El @congresoperu da #VotoDeConfianza sin exigir un giro en la estrategia de lucha contra el #Covid19. No hay oxígeno en los hospitales. Tenemos 200 fallecidos por día. Se disparan los contagios en el país, y el gobierno no articula una respuesta sanitaria efectiva.",1293374077693038593,,,,4,7,Twitter Web App,89,41,0,,30/06/2013,,Ser del mejor equipo del Perú,,,View
11/08/2020 21:29,@DianaMiloslavic,DianaMiloslavicTupac,"El país necesitaba una tregua y es lo que votaron 115 el #VotoDeConfianza es eso, confiar en que cumplan lo prometido,la abstención serán las dudas históricas en un país fragmentado desigual empobrecido @pavese @MirtyVas @CMPFloraTristan RT @noticias_tvperu: Con 115 votos a favor, 5 en contra y 4 abstenciones se otorgó el voto de confianza al Gabinete Ministerial liderado por @WalterMartosR. Conoce la distribución de votos de las bancadas del Congreso de la República. ►  #VotoDeConfianza",1293374077328150528,"https://twitter.com/noticias_tvperu/status/1293367292370264064
https://bit.ly/3kIHtHh",https://pbs.twimg.com/media/EfL2aCBXsAgSLQ4.jpg,,1,2,Twitter Web App,1704,679,7,,20/01/2012,"Lima, Peru",Feminista activista Coordina Programa Participación Política @CMPFloraTristan Vocera @paridadperu.Red de Mujer y Habitat AL Estudió Literatura e Historia UNMSM.,http://flora.org.pe,,View
11/08/2020 21:29,@danielfolivares,Daniel Olivares,"Se dio la confianza. Ayudó mucho un discurso práctico, regionalista y de unidad. El reto es que la unidad no dure solo un día. Toca que Ejecutivo y Congreso hagan política en el mejor de los sentidos: ver puntos en común, ceder un poco y trabajar para la gente. #VotoDeConfianza",1293373971954569216,,,,20,113,Twitter Web App,19662,1355,42,,15/03/2011,,Progresista. Congresista por Lima. Las cosas solo cambian cuando presionamos colectivamente. Instagram: @danielolivarescortes,,,View
11/08/2020 21:27,@elblogdebinario,BiNaRiO,"¿Se acuerdan qué canal se la pasó lloriqueando por Cateriano?. Miren quién es su primera invitada para analizar el #VotoDeConfianza. RT @RPPNoticias: 🔴 ¡EN VIVO en ""Nada Está Dicho"" con @JaimeChincha! ▶️ María Isabel León, presidenta de la CONFIEP: ""El Premier Martos es una persona dialogante y correcta"". 🗣️ RPP, #LaVozDelPerú 🇵🇪 📺 ► Canal 10 - 710 HD Movistar",1293373580743454723,https://twitter.com/RPPNoticias/status/1293373211355369474,https://pbs.twimg.com/media/EfL8EyAXYAAN9ck.jpg,,4,8,TweetDeck,8602,4356,116,,1/06/2007,"Lima, Perú","Comunicador audiovisual del día a día, administrador de profesión. Me interesa la política. De izquierda gramsciana. Militante @sembrarperu del @FrenteAmplioPe",http://www.facebook.com/elblogdebinario,,View
11/08/2020 21:27,@RecuerdosPeru,Memorex📺®,"Tanto circo hicieron y votaron 115 votos a favor, 5 en contra, 4 abstenciones. Definitivamente ser payasos les da beneficio #VotoDeConfianza",1293373463038693378,,,,18,97,Twitter for iPhone,57913,0,92,,19/04/2016,"Lima, Peru ","#Memorex📺 - Tu canal digital de noticias, #Síguenos y estarás al día de la verdadera historia del país.",http://bit.ly/2cusRXJ,,View
11/08/2020 21:26,@susan_egoavil,Peke,"Que estará tramando el congreso II parte... Pero mirándolo por el lado positivo, ojalá que ahora sí dejen trabajar a nuestros Ministros! #ArribaPerú 💪 #VotoDeConfianza RT @Rosario_Sasieta: Agradecemos el #VotoDeConfianza otorgado por el @congresoperu Nuestro compromiso es seguir tendiendo puentes, convocando para todos juntos construir un país igualitario y sin violencia.",1293373214752735233,https://twitter.com/Rosario_Sasieta/status/1293370138423709698,,,1,2,Twitter for Android,5008,655,17,,8/10/2010,Peru,"Vball player🏐// ✈️🌏 🇫🇷// Peruana 🇵🇪// Gestora deportiva de profesión, animalista y melómana de nacimiento// #Instagram ➡️@susan_egoavil// #fanpage ⬇️",https://www.facebook.com/Susan-Peke-Ego%C3%A1vil-Sitio-Oficial-1643465682586189/,,View
11/08/2020 21:24,@manuelito2323,Manuelito,"Con115 votos a favor, @congresoperu da luz verde al nuevo gabinete. #VotoDeConfianza",1293372831573696517,,,,0,3,Twitter for Android,537,1333,25,,4/04/2010,"Barranco, Peru",Bendecido por Dios.,http://www.instangram.com/manuelitoperu,,View
11/08/2020 21:24,@RayAnthonyCR,TJ Ray Woody,Walter Martos a Pedro Cateriano : - ESTO NO PUDISTE HACER CONCHATUMADRE. #VotoDeConfianza #VotoConfianza,1293372750833291269,,,,0,0,Twitter Web App,272,201,0,,26/12/2010,Peru,"Amo todo lo bueno, como también las cosas MALAS QUE SABEN RICO. Música, letras, caminar, fútbol, comida, cine. Tengo 2 madres, 2 padres, 2 hermanas y 1 hermano.",,,View
11/08/2020 21:24,@Dulce_de_Luna,Ángel Laurent 🐍🐉,"con este #VotoDeConfianza tendré cuidado, hay cositas que no me gustan. los días hablarán pero lo que sí sé es que el país pasó a UCI en salud y economía.",1293372711054594050,,,,0,0,Twitter Web App,4,16,0,,10/05/2020,Lima,El futuro es liberal,,,View
11/08/2020 21:21,@maurdiver,Mauricio Díaz,"Con 115 votos a favor, @WalterMartosR logra que el @congresoperu le otorgue al gabinete el #VotoDeConfianza",1293372112053436417,,,,0,0,Twitter Web App,7,725,0,,16/09/2019,,Periodista,,,View
11/08/2020 21:21,@atvpe,ATV,#LOÚLTIMO | Congreso de la República otorga #VotoDeConfianza al gabinete de Walter Martos,1293371964841775104,https://www.atv.pe/actualidad/congreso-republica-otorga-voto-confianza-gabinete-walter-martos-420472,,,2,11,Twitter Web App,579331,129,833,✅,8/06/2010,"Lima, Perú",Cuenta OFICIAL de ATV http://facebook.com/ATV.pe/ | http://youtube.com/user/ATVOficial | http://instagram.com/atv.pe/ | 📲 #ATVplay 👉 http://www.atv.pe/atvplay,http://www.atv.pe,,View
11/08/2020 21:21,@Jortito30DelRey,Jossierge del Rey ware apple morissette de bjork,MIENTAS TU CELEBRAS EL #VotoDeConfianza MUCHAS PERSONAS SIGUEN MURIENDO Y SEGUIRÁN MURIENDO,1293371911536365570,,,,0,0,Twitter Web App,258,3998,0,,2/10/2019,,"me encanta la literatura,el gym,el cine y amo a los hombres soy un radical con los corruptos y los fascistas viuda de Leonard Cohen ❤🧡💛💙💚💜❤",,,View
11/08/2020 21:20,@lmg03,LMG03,"#VotoDeConfianza, todos superaremos este desafío difícil.👍👍👍👍👍👍👍",1293371864400748544,,,,0,1,Twitter Web App,6,409,0,,25/04/2020,"Breña, Lima","Forista, comunicador, amante de las radios y seguidor de los integrantes del estado. Fan de la música del recuerdo y actual. Sigo la opinión de los analistas",,,View
11/08/2020 21:20,@peru21noticias,Diario Perú21,El #VOTODECONFIANZA al premier Walter Martos es uno de los más altos que ha dado el Congreso I Por @cviguria,1293371831999696898,https://peru21.pe/politica/el-voto-de-confianza-al-premier-walter-martos-es-uno-de-los-mas-altos-desde-1995-congreso-voto-de-investidura-noticia/,,,2,8,Twitter Web App,370616,384,561,,17/02/2017,,La redacción web de Perú21.pe te mantendrá informado de lo último del acontecer nacional y mundial.,http://www.peru21.pe,,View
11/08/2020 21:20,@vegavincent10,NewRisingSun,"El #VotoDeConfianza del Gabinete Martos sólo nos confirma que la anti-política no paga nunca. El derrotado dos veces es #Cateriano el 4 de Agosto y 11 de Agosto. El odio ciego, la mentira y la venganza siempre te pasa factura. Igual que Popy, Churreta y otros infelices. No pasan.",1293371648666632194,,,,0,0,Twitter for Android,235,314,0,,6/06/2016,,"...and said, I'm comin' from the land of a new Rising Sun.",,,View
11/08/2020 21:19,@Jose_SalardiR,José Salardi Rodríguez,"El trabajo articulado de los poderes del Estado permitirá que superemos cualquier desafío. Por ello, agradezco el #VotoDeConfianza que el @congresoperu ha otorgado al gabinete ministerial, con la responsabilidad y el compromiso de lograr el bienestar de todos los peruanos.",1293371501572390912,,,,19,51,Twitter for Android,1003,191,2,,15/07/2020,"Lima, Perú",Economista y Máster en Administración de Negocios. Actual ministro de la Producción. #PrimeroMiSalud #PerúEstáEnNuestrasManos 🇵🇪,,,View
