Tweet Text,Label,Clean Tweet,Lenght,Long Number,Short Number,Punctuation,WebSite
List of those shaking in their boots at the prospect of a Biden/Harris presidency @realDonaldTrump Putin @senatemajld Every skanky private equity looter Corrupt CEO’s #BidenHarris2020,0,list those shake their boot the prospect biden harri presid realdonaldtrump putin senatemajld everi skanki privat equiti looter corrupt ceo bidenharri,159,0,1,2.516,0
"Earlier today, Putin announced that a ready and effective Covid vaccine was already at the stage of widespread distribution. And it was still more believable than when Jorm said his thoughts are with the victims.",1,earlier today putin announc that readi and effect covid vaccin wa alreadi the stage widespread distribut and wa still more believ than when jorm said hi thought are with the victim,178,0,0,1.685,0
"as we scroll, 45 is gutting the post officeto kill mail in voting. he has his kid and her husband-who have zero experience or qualifications-making policy. he talks to putin in secret and we only find out about it from russian media. our other option is scarier?",0,scroll gut the post officeto kill mail vote ha hi kid and her husband who have zero experi qualif make polici talk putin secret and onli find out about from russian media our other option scarier,216,0,0,3.241,0
"Hi Louise I’ve followed Mr Mason Mills over to Patreon and so far all predictions are bang on the money. He also has a way with words like you, especially when you’re trolling China or Putin 😆 Hope all is great with you in NY J  if you’re interested",1,louis follow mason mill over patreon and far all predict are bang the money also ha way with word like you especi when you troll china putin hope all great with you you interest,200,0,0,1.0,0
Experts: Trump’s denial of trusting Putin more than US intelligence ‘sure sounds more like a confirmation’  #SmartNews,1,expert trump denial trust putin more than intellig sure sound more like confirm smartnew,101,0,0,1.98,0
I’ve read this 100 times and still can find the “dumb” part. #Trump ❤️ #putin,0,read thi time and still can find the dumb part trump putin,63,0,0,4.762,0
If Putin really does have the vaccine then we're all going to have to suck his dick while he rides a horse.,1,putin realli doe have the vaccin then all go have suck hi dick while ride hors,86,0,0,2.326,0
Vladimir Putin: Russia Has Developed The World's First Treatment Shot  via @YouTube,1,vladimir putin russia ha develop the world first treatment shot via youtub,71,0,0,4.225,0
I'll tell you one thing. Putin is fucking furious today. #BidenHarris2020,0,tell you one thing putin fuck furiou today bidenharri,63,0,1,6.349,0
no putin ankasa what goo can he do😭 RT @amintheother: other vaccines are in phase 3 trial. russia skipped the phase 3(to determine the vaccine>placebo) why would a president take the risk to test a new vaccine on his daughter?,1,putin ankasa what goo can amintheoth other vaccin are phase trial russia skip the phase determin the vaccin placebo whi would presid take the risk test new vaccin hi daughter,187,0,0,3.743,0
"GREAT CHOICE @JoeBiden. @KamalaHarris is going to make a GREAT VICE-PRESIDENT!! Let's change the direction the country is going! @realDonaldTrump. Doesn't have a CLUE ON WHAT TO DO!!! We need leadership!! Not a, golf playing racist misogynistic idiot that CONSTANTLY LIES! 4 PUTIN",1,great choic joebiden kamalaharri go make great vice presid let chang the direct the countri go realdonaldtrump doesn have clue what need leadership not golf play racist misogynist idiot that constantli lie putin,238,0,0,7.563,0
#TraitorTrump will speak no ill of his Daddy #Putin. @realDonaldTrump​. White House Forced Changes In Intel Warning That Russia Wants Trump To Win: Report  via @Yahoo,1,traitortrump will speak ill hi daddi putin realdonaldtrump white hous forc chang intel warn that russia want trump win report via yahoo,140,0,0,5.0,0
"Watch out @IvankaTrump, Putin sacrificed his daughter as a COVID19 vaccine ""volunteer"". Knowing how much your dad wants to emulate Putin, he may ""volunteer"" you. I suggest you recommend Steven Miller as your surrogate. #COVID19",1,watch out ivankatrump putin sacrif hi daughter covid vaccin volunt know how much your dad want emul putin may volunt you suggest you recommend steven miller your surrog covid,193,0,0,5.699,1
Vladimir Putin announced that Russia has registered the world's first coronavirus vaccine with state regulators for use:  @RichardEngel has the story coming up on @NBCNightlyNews.,1,vladimir putin announc that russia ha regist the world first coronaviru vaccin with state regul for use richardengel ha the stori come nbcnightlynew,154,0,0,3.247,1
Russia says it will register the world's first corona vaccine on August 12. What will Trump do now that Putin is stating Russia has a Corona Virus vaccine?🤔,1,russia say will regist the world first corona vaccin august what will trump now that putin state russia ha corona viru vaccin,129,0,0,2.326,0
Why does Putin love Republicans but hate Democrats so much? 🤔,0,whi doe putin love republican but hate democrat much,51,0,0,1.961,0
Putin you're a dumbass sometimes you're smart I'm stupid at the same frigging time you're trying to segregate your whole entire population and you're going to fail just like China 150 years ago this is what's going to probably happen you're going to die. To your whole country,0,putin you dumbass sometim you smart stupid the same frig time you tri segreg your whole entir popul and you go fail just like china year ago thi what go probabl happen you go die your whole countri,229,0,0,3.493,0
Phoney Kamala is still better than putin dotard,1,phoney kamala still better than putin dotard,40,0,0,0.0,0
"Trump is Putin's shill. I don't care what he says. He is helping destroy our democoracy! @realDonaldTrump #TraitorTrump RT @girlsreallyrule: Want to know how scared Donald Trump is of Biden's pick of @KamalaHarris? He already tweeting a propaganda video to trash her. Good pick, @JoeBiden.",1,trump putin shill don care what say help destroy our democoraci realdonaldtrump traitortrump girlsreallyrul want know how scare donald trump biden pick kamalaharri alreadi tweet propaganda video trash her good pick joebiden,245,0,0,6.531,0
"Agent Orange, aka The Big D, better start packing up his Hitler hidey hole. Senator Harris is an awesome addition to the Biden ticket. The Goons of Putin best be getting those UHaul reservations ready to pack it in. 👍🏻🇺🇸 #BlueNovember",1,agent orang aka the big better start pack hi hitler hidey hole senat harri awesom addit the biden ticket the goon putin best get those uhaul reserv readi pack bluenovemb,194,0,0,3.093,0
Putin tried to build ties with remaining EU who don’t want them. China self isolates. Middle East power wanes as green energy explodes in growth. People favour being in the far North or Southern Hemispheres. Equatorial regions in general decline.,0,putin tri build tie with remain who don want them china self isol middl east power wane green energi explod growth peopl favour be the far north southern hemispher equatori region gener declin,207,0,0,2.415,0
My wife has a quality that I looked for in a woman. She is a hard-headed woman(Cat Stevens) and is my perfect mate. All my son-in-law's friends have been afraid of her. She has an aura you don't mess with. She's why I picked Harris from the beginning. Putin will be put in place.,1,wife ha qualiti that look for woman she hard head woman cat steven and perfect mate all son law friend have been afraid her she ha aura you don mess with she whi pick harri from the begin putin will put place,226,0,0,6.195,0
"The difference between the demands of the AA base and some others is that we will crawl over broken glass, through clouds of COVID, push back on voter suppression, & stomp on Putin's cyber op when we feel reciprocated. This was the best strategic move. Period.",0,the differ between the demand the base and some other that will crawl over broken glass through cloud covid push back voter suppress stomp putin cyber when feel reciproc thi wa the best strateg move period,215,0,0,3.721,0
"Dala what you must wena Putin RT @NYDailyNews: Vladimir Putin revealed he has approved a coronavirus vaccine, calling it the world’s first treatment for the fast-spreading virus ripping its way across the globe. He made the announcement despite the vaccine has not yet completed clinical trials.",1,dala what you must wena putin nydailynew vladimir putin reveal ha approv coronaviru vaccin call the world first treatment for the fast spread viru rip it way across the globe made the announc despit the vaccin ha not yet complet clinic trial,250,0,0,2.4,1
Putin Approves First Covid-19 Vaccine Even as Trials Go On,1,putin approv first covid vaccin even trial,49,0,0,2.041,0
"Well Traitor Tot Junior, all I have to say to that is it’s better than Putin calling the shots for the babbling, idiotic, incoherent, incompetent apricot asswipe you call daddy. By the way, no matter what you say or do, daddy is always gonna love Ivanka more. RT @DonaldJTrumpJr: Might as well switch the hashtag to #HarrisBiden2020 because we all know phony Kamala and her radical leftwing friends will be calling all of the shots in a ""Biden Administration,"" not slow Joe!",1,well traitor tot junior all have say that better than putin call the shot for the babbl idiot incoher incompet apricot asswip you call daddi the way matter what you say daddi alway gonna love ivanka more donaldjtrumpjr might well switch the hashtag harrisbiden becaus all know phoni kamala and her radic leftw friend will call all the shot biden administr not slow joe,393,0,1,3.817,1
"So this isn’t impeachable? He’s giving Putin intel RT @realDonaldTrump: ..so called American Intelligence were Dirty Cops who have now proven to be sleazebags at the highest level like James Comey, proven liar James Clapper, & perhaps the lowest of them all, Wacko John Brennan who headed the CIA, you could perhaps understand my reluctance to embrace!",0,thi isn impeach give putin intel realdonaldtrump call american intellig were dirti cop who have now proven sleazebag the highest level like jame comey proven liar jame clapper perhap the lowest them all wacko john brennan who head the cia you could perhap understand reluct embrac,296,0,0,3.716,0
"To anyone who believes that Putin's vaccine is real, I have a super cute bridge I'd like you to see.",1,anyon who believ that putin vaccin real have super cute bridg like you see,81,0,0,4.938,0
Did someone say president trumpnuts is buying billions of doses of Sputnik 5... Forced on putin's people before Phase 3 Clinical Trials and before the completed Phase 2 documentation has been made public...?! (No Lives Matter) in Russia under putinhole and soon here. Vote Blue,0,did someon say presid trumpnut buy billion dose sputnik forc putin peopl befor phase clinic trial and befor the complet phase document ha been made public live matter russia under putinhol and soon here vote blue,233,0,0,5.15,1
Hey Moscow Mitch @senatemajldr It's you that has been sitting on House legislation to bring relief you lying enabler of the Putin-planted traitor rat in the White House. You lie like @realDonaldTrump Two peas in the traitor pod: RT @senatemajldr: Tune in now to @FoxNews: I’m joining @BillHemmer to discuss Democrats’ decision to play hardball with vulnerable Americans who need help and hurt our nation’s chance to get on offense against the virus.,0,hey moscow mitch senatemajldr you that ha been sit hous legisl bring relief you lie enabl the putin plant traitor rat the white hous you lie like realdonaldtrump two pea the traitor pod senatemajldr tune now foxnew join billhemm discuss democrat decis play hardbal with vulner american who need help and hurt our nation chanc get offens against the viru,377,0,0,3.183,0
Why would anyone not think he would. Guess Putin can't help him much if most people vote by mail. Trump Is Already Working To Rig The 2020 Election,1,whi would anyon not think would guess putin can help him much most peopl vote mail trump alreadi work rig the elect,120,0,1,2.5,0
"#BidenHarris2020 HELL YEAH!!!!!!! THERE WILL BE NO MORE ""I BELIEVE/TRUST PUTIN"" WITH KAMALA HARRIS!!!!! SHE'S WHO I HOPED FOR!!!! ABSOL-FUCKIN-LOTTLY!!!!!!!",0,bidenharri hell yeah there will more believ trust putin with kamala harri she who hope for absol fuckin lottli,137,0,1,21.898,0
"Senator Ron Johnson, Putin’s lackey, Grassley’s Wingman, two traitors of a feather flocking together. 2 Fine Trumpublicans! RT @TimOBrien: Sen. Ron Johnson on the GOP's failure to engineer a rescue package for American workers and families: ""From my standpoint, the breakdown in the talks is very good news. It's very good news for future generations. I hope the talks remain broken down.""",1,senat ron johnson putin lackey grassley wingman two traitor feather flock togeth fine trumpublican timobrien sen ron johnson the gop failur engin rescu packag for american worker and famili from standpoint the breakdown the talk veri good news veri good news for futur gener hope the talk remain broken down,328,0,0,5.183,0
"We are going to have actual laws and ethics again! Even actual checks and balances! I know the GOP is going to miss their corruption. They will be saddened with a lot of their leaders jail time, but Putin’s America is almost FREE! #BidenHarris2020",1,are go have actual law and ethic again even actual check and balanc know the gop go miss their corrupt they will sadden with lot their leader jail time but putin america almost free bidenharri,204,0,1,2.941,0
"Duh!? No clim8cal trials. Put8n and tr7mp. 2 peas in a pod. Now trump will want us to take Putin's vacc. Not me. RT @davidfrum: Trump's next get-out-of-jail-free miracle COVID cure? Is this what he has been on the phone to Putin about over and over? Why he won't talk about the Russian bounties on US troops- because he's hoping that Putin will win him a second election, this time with a vapor-vaccine?",1,duh clim cal trial put and pea pod now trump will want take putin vacc not davidfrum trump next get out jail free miracl covid cure thi what ha been the phone putin about over and over whi won talk about the russian bounti troop becaus hope that putin will win him second elect thi time with vapor vaccin,331,0,0,6.949,0
"Well, it still beats your pappy’s administration with Vladimir Putin calling all the shots. And you should really see a good psychiatrist about that lack of self awareness. It’s pathological. RT @DonaldJTrumpJr: Might as well switch the hashtag to #HarrisBiden2020 because we all know phony Kamala and her radical leftwing friends will be calling all of the shots in a ""Biden Administration,"" not slow Joe!",1,well still beat your pappi administr with vladimir putin call all the shot and you should realli see good psychiatrist about that lack self awar patholog donaldjtrumpjr might well switch the hashtag harrisbiden becaus all know phoni kamala and her radic leftw friend will call all the shot biden administr not slow joe,342,0,1,3.216,0
"Like I said, it’s one thing to say you’ve approved a vaccine for #COVID19, but it’s another thing whether the vaccine is SAFE, and EFFECTIVE. Dr Fauci has relentlessly reiterated this, and there are serious concerns Trump will follow Putin’s pattern to boost his campaign. RT @willapercy: Russia Doesn’t Really Know Whether Its Covid Vaccine Works - Bloomberg",1,like said one thing say you approv vaccin for covid but anoth thing whether the vaccin safe and effect fauci ha relentlessli reiter thi and there are seriou concern trump will follow putin pattern boost hi campaign willaperci russia doesn realli know whether it covid vaccin work bloomberg,302,0,0,3.311,0
Let @realDonaldTrump prove it by being first American to be inoculated with Putin’s vaccine against #trumpvirus RT @DavidJollyFL: This Putin vaccine thing is all about him giving the alleged science to Trump so the President can take personal credit for a vaccine ahead of the U.S. elections.,1,let realdonaldtrump prove be first american inocul with putin vaccin against trumpviru davidjollyfl thi putin vaccin thing all about him give the alleg scienc trump the presid can take person credit for vaccin ahead the elect,246,0,0,2.846,0
In 1991Soviet Union was collapsed. At the time when this happened president was Gorbachev and while later Yeltsin became president of Russia. In 2000 after so many problems Russian president became V.V.Putin.He vowed then what he is going to do with USA because USA was involved i,1,soviet union wa collaps the time when thi happen presid wa gorbachev and while later yeltsin becam presid russia after mani problem russian presid becam putin vow then what go with usa becaus usa wa involv,234,0,2,2.137,0
Vladimir Putin said that Russia has the world's first COVID-19 vaccine. Putin said the vaccine works by making anyone immune to the virus if they vote for Trump.,1,vladimir putin said that russia ha the world first covid vaccin putin said the vaccin work make anyon immun the viru they vote for trump,134,0,0,2.985,0
"The first thing Joe Biden should do is ASSASSINATE Putin! The whole world wins, and no one in Russia will do anything.",1,the first thing joe biden should assassin putin the whole world win and one russia will anyth,97,0,0,3.093,0
"#Belarus #lukashenka #Tsikhanouskaya #Putin @JeppeKofod @radio4dk @tv2newsdk @politiken @berlingske @DRNyheder @jyllandsposten @AvisenDanmark @BBCWorld @RFERL @Belsat_Eng @BFreeTheatre @meduza_en KLEPTOCRACY there is no limits of abuse, do you understand EUROPE RT @franakviacorka: Weapons used by the military and KGB group ""Alpha"" injure and kill. Natalya Lubnevskaya from Nasha Niva was wounded and is now in the hospital. Another colleague from  was lucky, and the bullet passed by.",1,belaru lukashenka tsikhanouskaya putin jeppekofod radio newsdk politiken berlingsk drnyhed jyllandsposten avisendanmark bbcworld rferl belsat eng bfreetheatr meduza kleptocraci there limit abus you understand europ franakviacorka weapon use the militari and kgb group alpha injur and kill natalya lubnevskaya from nasha niva wa wound and now the hospit anoth colleagu from wa lucki and the bullet pass,421,0,0,6.651,0
"Trump: If Biden wins, Americans will have to learn Chinese  via @Yahoo If Trump wins we will have to pledge an oath to Putin, learn Russian and North Korean and kiss the Saudi Princes' ass!",1,trump biden win american will have learn chines via yahoo trump win will have pledg oath putin learn russian and north korean and kiss the saudi princ ass,154,0,0,3.896,0
President Vladimir Putin claimed #Russia has developed the world's first #coronavirus vaccine.,1,presid vladimir putin claim russia ha develop the world first coronaviru vaccin,83,0,0,4.819,0
"‘As Russia rolls out its new coronavirus inoculation ahead of complete clinical tests, the western media has suddenly come full circle on vaccines. Russia, it seems, could cure cancer and the media would find a way to blame Putin’. - Graham Dockery",1,russia roll out it new coronaviru inocul ahead complet clinic test the western media ha suddenli come full circl vaccin russia seem could cure cancer and the media would find way blame putin graham dockeri,207,0,0,2.899,1
"Our #CommanderAndCheat knows he is a #Lewzer & the only way he can ""win"" is to cheat. He is using every tool at his disposal and his buddy #Putin to hold on. If he doesn't succeed, his next ""resort home"" will be Club Fed! #Trump #TrumpIsLosing #TrumpHasNoPlan #DonCon",1,our commanderandcheat know lewzer the onli way can win cheat use everi tool hi dispos and hi buddi putin hold doesn succeed hi next resort home will club fed trump trumpislos trumphasnoplan doncon,220,0,0,7.727,0
"Putin stole his boy’s thunder - and his lunch money too. @ProjectLincoln #TrumpIsLosing RT @NPR: Russia's new COVID-19 vaccine, dubbed Sputnik-V, has been met with initial skepticism, as it has yet to complete Phase III trials to assess safety and effectiveness in the general population.",1,putin stole hi boy thunder and hi lunch money too projectlincoln trumpislos npr russia new covid vaccin dub sputnik ha been met with initi skeptic ha yet complet phase iii trial assess safeti and effect the gener popul,244,0,0,5.328,1
"Speaks more to Putin than he does to his wife. RT @davidmweissman: You know, he speaks to Putin more than Pence.",1,speak more putin than doe hi wife davidmweissman you know speak putin more than penc,92,0,0,5.435,0
"Russia has registered the world’s first Covid-19 vaccine, President Putin says his daughter has received it  via @WSJ",1,russia ha regist the world first covid vaccin presid putin say hi daughter ha receiv via wsj,99,0,0,3.03,0
Russian President Vladimir Putin announced Tuesday that his country has developed a coronavirus vaccine that could be ready for wide distribution by January. But much of the global medical community is skeptical.,0,russian presid vladimir putin announc tuesday that hi countri ha develop coronaviru vaccin that could readi for wide distribut januari but much the global medic commun skeptic,181,0,0,1.105,1
"Russia approves 'world's first Covid-19 vaccine', says Putin",1,russia approv world first covid vaccin say putin,53,0,0,9.434,0
"RUSSIAN PRESIDENT VLADIMIR PUTIN CLAIMS HIS COUNTRY HAS REGISTERED THE WORLD'S FIRST COVID VACCINE, EVEN THOUGH THE DRUG HAS YET TO ENTER PHASE 3 TRIALS- CNBC",1,russian presid vladimir putin claim hi countri ha regist the world first covid vaccin even though the drug ha yet enter phase trial cnbc,133,0,0,2.256,0
"Doesn’t tRUmp owe China tens of millions? Essentially, China (and Putin) owns tRUmp! Trump: If I Lose to Biden, Get Ready to ‘Have to Learn to Speak Chinese’  via @thedailybeast",1,doesn trump owe china ten million essenti china and putin own trump trump lose biden get readi have learn speak chines via thedailybeast,147,0,0,5.442,0
"🤣 #CNN sounding like the ever-spiteful, yet pathetic little spoilt brat, kicking & screaming when someone stole THEIR propaganda narrative! haha. lame. this story reads like a comedy sketch,",0,cnn sound like the ever spite yet pathet littl spoilt brat kick scream when someon stole their propaganda narr haha lame thi stori read like comedi sketch,162,0,0,5.556,1
"Welcome to Putin’s personal banana republic ran by his personal trailer park trash! Go maga! Merica great yet? How is the economy? Enough dead yet? Watch out for that alien sperm spewing demon! Enjoy your SS checks while u can, they will be gone soon!🤣😂😂😂🤣🤣😂😂 RT @glennkirschner2: Hey state governors & AGs ... DeJoy is intentionally &amp; possibly unlawfully interfering w/your citizens’ right to vote. FLOOD THE COURTS w/suits, challenges, requests for injunctions &amp; restraining orders. Barr won’t protect American citizens. Please protect your state citizens.",1,welcom putin person banana republ ran hi person trailer park trash maga merica great yet how the economi enough dead yet watch out for that alien sperm spew demon enjoy your check while can they will gone soon glennkirschn hey state governor ag dejoy intent amp possibl unlaw interf your citizen right vote flood the court suit challeng request for injunct amp restrain order barr won protect american citizen pleas protect your state citizen,481,0,0,5.405,1
"⁦@realDonaldTrump⁩ tweeted that he trusts Putin MORE than folks in OUR intelligence agencies!Hello?!?! We have a traitor on our hands! Wake up EVERY AMERICAN, are we really allowing this to happen? ⁦@GOP⁩ ⁦@briantylercohen⁩ ⁦@AOC⁩ #vote ⁦@JoeBiden⁩",1,realdonaldtrump tweet that trust putin more than folk our intellig agenc hello have traitor our hand wake everi american are realli allow thi happen gop briantylercohen aoc vote joebiden,213,0,0,6.573,0
"(((Ahahahaha))) The two people that @realDonaldTrump, his pal Valimir Putin and the @GOP DID NOT want Trump to run against. “Go easy on me kid.” - @JoeBiden #LetsGoJoe #GoJoe #Veepstakes #BidenVP #BidenHarris2020 #BidenHarris",1,ahahahaha the two peopl that realdonaldtrump hi pal valimir putin and the gop did not want trump run against easi kid joebiden letsgojo gojo veepstak bidenvp bidenharri bidenharri,193,0,1,9.845,0
"GOP speakers: David Duke Elon Musk Tucker Carlson Kanye West George Wallace's phantom Mike Ditka Vladimir Putin RT @merica: The Democratic National Convention schedule is out. Notable speakers by night: M: Sanders, Cuomo, Whitmer, Kasich, Klobuchar, Michelle Obama. T: Schumer, AOC, Bill Clinton, Jill Biden W: Pelosi, HRC, Warren, the VP nom, Obama Th: Booker, Newsom, Duckworth, Harris, Biden",1,gop speaker david duke elon musk tucker carlson kany west georg wallac phantom mike ditka vladimir putin merica the democrat nation convent schedul out notabl speaker night sander cuomo whitmer kasich klobuchar michel obama schumer aoc bill clinton jill biden pelosi hrc warren the nom obama booker newsom duckworth harri biden,336,0,0,8.036,0
"Russia developed this vaccine without going through a stage 3, named it after the first space satellite (theirs) 'Sputnik' just to show the west. I get the feeling the 'volunteer' is not a volunteer, look at his face😳 #RussianVaccine #Putin #pandemic @grabowsky_k @c_friedenberg RT @nowthisnews: ‘I would absolutely not be comfortable taking this vaccine’ — Russia just approved a COVID-19 vaccine without putting it through critical safety trials",1,russia develop thi vaccin without go through stage name after the first space satellit their sputnik just show the west get the feel the volunt not volunt look hi face russianvaccin putin pandem grabowski friedenberg nowthisnew would absolut not comfort take thi vaccin russia just approv covid vaccin without put through critic safeti trial,380,0,0,5.0,1
">&gt;Putin creates working vaccine &gt;&gt;media explains that we should be super skeptical, WHO communist China says vaccine = bad &gt;&gt;leftists flip out, refusing to take vaccine developed by ""Darumpf's butt-buddy"" &gt;&gt;leftists launch global anti-vaxx campaign",0,putin creat work vaccin media explain that should super skeptic who communist china say vaccin bad leftist flip out refus take vaccin develop darumpf butt buddi leftist launch global anti vaxx campaign,235,0,0,9.787,1
If Biden picks Susan Collins Putin wins.,1,biden pick susan collin putin win,34,0,0,2.941,0
When he is no longer able rip off the American taxpayer or aid his cronies his next string of bankruptcies will begin. Putin won’t take his calls either. @realDonaldTrump @VP @WhiteHouse,1,when longer abl rip off the american taxpay aid hi croni hi next string bankruptci will begin putin won take hi call either realdonaldtrump whitehous,156,0,0,3.205,0
"Russia develops a “vaccine”. & of course Putin makes his own daughter a crash test dummy. RT @NewsBytesApp: The shot, developed by the country's Gamaleya Institute and the Russian Direct Investment Fund, has been given regulatory approvals by the country's Health Ministry President Vladimir Putin claims that his daughter has already been vaccinated by it",1,russia develop vaccin cours putin make hi own daughter crash test dummi newsbytesapp the shot develop the countri gamaleya institut and the russian direct invest fund ha been given regulatori approv the countri health ministri presid vladimir putin claim that hi daughter ha alreadi been vaccin,302,0,0,2.98,0
President Putin. When you said “WE ARE NOT FALLING FOR THIS SHIT AGAIN.” What did you mean?,0,presid putin when you said are not fall for thi shit again what did you mean,75,0,0,4.0,0
"I would trust a Putin Damn thing nor take anything a Putin developed. Give it to @realDonaldTrump first the puppet foreign failure EPIC failure handling COVID-45  RT @tribelaw: Putin just announced that Russia has become the first country to register a safe & effective COVID-19 vaccine, developed by the Gamaleya Institute in Moscow. Guess who’s most likely to believe Putin’s BS and who’ll try to emulate it: 1. POTUS Trump 2. DJ Trump 3. The Donald",1,would trust putin damn thing nor take anyth putin develop give realdonaldtrump first the puppet foreign failur epic failur handl covid tribelaw putin just announc that russia ha becom the first countri regist safe effect covid vaccin develop the gamaleya institut moscow guess who most like believ putin and who tri emul potu trump trump the donald,375,0,0,3.467,1
"imagine if Trump released covid in preparation to fuck with the post office because Putin told him he could win re-election that way. if he had, would your life be one bit different now? no, because he's already spreading covid as far as he can for the exact same reason.",1,imagin trump releas covid prepar fuck with the post offic becaus putin told him could win elect that way had would your life one bit differ now becaus alreadi spread covid far can for the exact same reason,222,0,0,3.153,0
"The world is right to be cautiously wary of this news, not being able to independently verify it means Putin can say whatever he wants about it unchallenged. Let the experts examine it, and if they verify it then we can get excited.",1,the world right cautious wari thi news not be abl independ verifi mean putin can say whatev want about unchalleng let the expert examin and they verifi then can get excit,190,0,0,2.105,0
Russia has declared war on us and is using our 1st amendment rights against us. Next year we retaliate in spades. Putin is going down.,0,russia ha declar war and use our amend right against next year retali spade putin go down,110,0,0,2.727,0
Russia/Putin/Trump stories and theories are QAnon for moderates RT @DavidJollyFL: This Putin vaccine thing is all about him giving the alleged science to Trump so the President can take personal credit for a vaccine ahead of the U.S. elections.,0,russia putin trump stori and theori are qanon for moder davidjollyfl thi putin vaccin thing all about him give the alleg scienc trump the presid can take person credit for vaccin ahead the elect,206,0,0,3.398,0
"I am tired of the lies, taking about Trump. Let's talk about the up coming election. We have a chance to take back our country from Putin and his American allies. VOTE! Vote like your life depended on it, because it does.",0,tire the lie take about trump let talk about the come elect have chanc take back our countri from putin and hi american alli vote vote like your life depend becaus doe,180,0,0,4.444,1
"Once upon a time, Putin got a vaccine (he even inoculated a descendant). The vaccine is baptized. Serbia and Germany will obviously buy it, China will steal, the rest of the world will line up. Usually, when one wakes up it is the next morning.",0,onc upon time putin got vaccin even inocul descend the vaccin baptiz serbia and germani will obvious buy china will steal the rest the world will line usual when one wake the next morn,200,0,0,5.0,0
damn if putin's vaccine turns out to be a fraud i hope his daughter doesn't face dumb health issues later on from it,0,damn putin vaccin turn out fraud hope hi daughter doesn face dumb health issu later from,94,0,0,2.128,0
"#Belarus #lukashenka #Tsikhanouskaya #Putin @JeppeKofod @radio4dk @tv2newsdk @politiken @berlingske @DRNyheder @jyllandsposten @AvisenDanmark @BBCWorld @RFERL @Belsat_Eng @BFreeTheatre @meduza_en KLEPTOCRACY there is no limits of abuse, do you understand EUROPE RT @JBANCchatter: Solidarity with #Belarus rally on Wed, August 12, 1-3pm will be held near the White House at Black Lives Matter Plaza. #Belarusprotests #ЖывеБеларусь #LongLiveBelarus",0,belaru lukashenka tsikhanouskaya putin jeppekofod radio newsdk politiken berlingsk drnyhed jyllandsposten avisendanmark bbcworld rferl belsat eng bfreetheatr meduza kleptocraci there limit abus you understand europ jbancchatt solidar with belaru ralli wed august will held near the white hous black live matter plaza belarusprotest longlivebelaru,393,0,0,7.634,0
Trump Accuses ‘Obama Campaign’ of Probable Treason  YOU ARE THE TREASONOUS PERSON THAT APPARENTLY SHARED THE US SECRETS WITH RUSSIANS IN OVAL OFFICE. TREACHEROUS COMMUNIST AND PUTIN SERVANT,1,trump accus obama campaign probabl treason you are the treason person that appar share the secret with russian oval offic treacher communist and putin servant,161,0,0,0.621,0
"Paul Ryan is a fraud, as is the rigged investigation they started. There was no Collusion or Obstruction with Russia, and there was no talk or attempt to curse handsome Putin. It's all bullshit!",1,paul ryan fraud the rig investig they start there wa collus obstruct with russia and there wa talk attempt curs handsom putin all bullshit,161,0,0,3.727,0
The “vaccine” is just vodka. Trump will spend billions to get it from Putin and it will sit in a warehouse with the billion doses of chloroquine. RT @CHRISVOSS: How many of you would be willing to take the Russian vaccine?,1,the vaccin just vodka trump will spend billion get from putin and will sit warehous with the billion dose chloroquin chrisvoss how mani you would will take the russian vaccin,182,0,0,2.747,0
"I hate DJT, Putin and McConnell but stop using male homosexuality (my sexuality) as your go to insult. Its hurtful! I appreciate those who understood me and replied like decent human beings. Shame on those who gaslit me and explained their actions away. Be like these two ⬇️⬇️⬇️",0,hate djt putin and mcconnel but stop use male homosexu sexual your insult it hurt appreci those who understood and repli like decent human be shame those who gaslit and explain their action away like these two,231,0,0,3.03,0
Russia does not have a vaccine. Putin's daughter didn't take it. This will give Putin's Republicans a talking point to bolster Trump. RT @RawStory: ’Why didn’t Putin take it?’: Biomedical doctor explains why Russia’s vaccine ‘is a dangerous thing for them to do’,0,russia doe not have vaccin putin daughter didn take thi will give putin republican talk point bolster trump rawstori whi didn putin take biomed doctor explain whi russia vaccin danger thing for them,220,0,0,4.545,0
Putin Claims Russia Has A Coronavirus Vaccine | TODAY  via @YouTube please pray for Vladimir Putin may God bless him he is working very hard on a vaccine for everyone.,0,putin claim russia ha coronaviru vaccin today via youtub pleas pray for vladimir putin may god bless him work veri hard vaccin for everyon,137,0,0,2.19,0
The opposition leader being forced to flee to Lithuania and the internet has been cut. Belarus needs a solution to this madness and it isn't Lukashenko or any of his or Putin's cronies,0,the opposit leader be forc flee lithuania and the internet ha been cut belaru need solut thi mad and isn lukashenko ani hi putin croni,152,0,0,1.974,0
